File,digit,Speaker,Index,Pathing,mfcc,mfcc path
0_george_21.wav,0,george,21,free-spoken-digit-dataset/recordings/0_george_21.wav,0_george_21.wav.png,mfcc/0_george_21.wav.png
0_george_22.wav,0,george,22,free-spoken-digit-dataset/recordings/0_george_22.wav,0_george_22.wav.png,mfcc/0_george_22.wav.png
0_george_23.wav,0,george,23,free-spoken-digit-dataset/recordings/0_george_23.wav,0_george_23.wav.png,mfcc/0_george_23.wav.png
0_george_24.wav,0,george,24,free-spoken-digit-dataset/recordings/0_george_24.wav,0_george_24.wav.png,mfcc/0_george_24.wav.png
0_george_25.wav,0,george,25,free-spoken-digit-dataset/recordings/0_george_25.wav,0_george_25.wav.png,mfcc/0_george_25.wav.png
0_george_26.wav,0,george,26,free-spoken-digit-dataset/recordings/0_george_26.wav,0_george_26.wav.png,mfcc/0_george_26.wav.png
0_george_27.wav,0,george,27,free-spoken-digit-dataset/recordings/0_george_27.wav,0_george_27.wav.png,mfcc/0_george_27.wav.png
0_george_28.wav,0,george,28,free-spoken-digit-dataset/recordings/0_george_28.wav,0_george_28.wav.png,mfcc/0_george_28.wav.png
0_george_29.wav,0,george,29,free-spoken-digit-dataset/recordings/0_george_29.wav,0_george_29.wav.png,mfcc/0_george_29.wav.png
0_george_3.wav,0,george,3,free-spoken-digit-dataset/recordings/0_george_3.wav,0_george_3.wav.png,mfcc/0_george_3.wav.png
0_george_30.wav,0,george,30,free-spoken-digit-dataset/recordings/0_george_30.wav,0_george_30.wav.png,mfcc/0_george_30.wav.png
0_george_31.wav,0,george,31,free-spoken-digit-dataset/recordings/0_george_31.wav,0_george_31.wav.png,mfcc/0_george_31.wav.png
0_george_32.wav,0,george,32,free-spoken-digit-dataset/recordings/0_george_32.wav,0_george_32.wav.png,mfcc/0_george_32.wav.png
0_george_33.wav,0,george,33,free-spoken-digit-dataset/recordings/0_george_33.wav,0_george_33.wav.png,mfcc/0_george_33.wav.png
0_george_34.wav,0,george,34,free-spoken-digit-dataset/recordings/0_george_34.wav,0_george_34.wav.png,mfcc/0_george_34.wav.png
0_george_35.wav,0,george,35,free-spoken-digit-dataset/recordings/0_george_35.wav,0_george_35.wav.png,mfcc/0_george_35.wav.png
0_george_36.wav,0,george,36,free-spoken-digit-dataset/recordings/0_george_36.wav,0_george_36.wav.png,mfcc/0_george_36.wav.png
0_george_37.wav,0,george,37,free-spoken-digit-dataset/recordings/0_george_37.wav,0_george_37.wav.png,mfcc/0_george_37.wav.png
0_george_38.wav,0,george,38,free-spoken-digit-dataset/recordings/0_george_38.wav,0_george_38.wav.png,mfcc/0_george_38.wav.png
0_george_39.wav,0,george,39,free-spoken-digit-dataset/recordings/0_george_39.wav,0_george_39.wav.png,mfcc/0_george_39.wav.png
0_george_4.wav,0,george,4,free-spoken-digit-dataset/recordings/0_george_4.wav,0_george_4.wav.png,mfcc/0_george_4.wav.png
0_george_40.wav,0,george,40,free-spoken-digit-dataset/recordings/0_george_40.wav,0_george_40.wav.png,mfcc/0_george_40.wav.png
0_george_41.wav,0,george,41,free-spoken-digit-dataset/recordings/0_george_41.wav,0_george_41.wav.png,mfcc/0_george_41.wav.png
0_george_42.wav,0,george,42,free-spoken-digit-dataset/recordings/0_george_42.wav,0_george_42.wav.png,mfcc/0_george_42.wav.png
0_george_43.wav,0,george,43,free-spoken-digit-dataset/recordings/0_george_43.wav,0_george_43.wav.png,mfcc/0_george_43.wav.png
0_george_44.wav,0,george,44,free-spoken-digit-dataset/recordings/0_george_44.wav,0_george_44.wav.png,mfcc/0_george_44.wav.png
0_george_45.wav,0,george,45,free-spoken-digit-dataset/recordings/0_george_45.wav,0_george_45.wav.png,mfcc/0_george_45.wav.png
0_george_46.wav,0,george,46,free-spoken-digit-dataset/recordings/0_george_46.wav,0_george_46.wav.png,mfcc/0_george_46.wav.png
0_george_47.wav,0,george,47,free-spoken-digit-dataset/recordings/0_george_47.wav,0_george_47.wav.png,mfcc/0_george_47.wav.png
0_george_48.wav,0,george,48,free-spoken-digit-dataset/recordings/0_george_48.wav,0_george_48.wav.png,mfcc/0_george_48.wav.png
0_george_49.wav,0,george,49,free-spoken-digit-dataset/recordings/0_george_49.wav,0_george_49.wav.png,mfcc/0_george_49.wav.png
0_george_5.wav,0,george,5,free-spoken-digit-dataset/recordings/0_george_5.wav,0_george_5.wav.png,mfcc/0_george_5.wav.png
0_george_6.wav,0,george,6,free-spoken-digit-dataset/recordings/0_george_6.wav,0_george_6.wav.png,mfcc/0_george_6.wav.png
0_george_7.wav,0,george,7,free-spoken-digit-dataset/recordings/0_george_7.wav,0_george_7.wav.png,mfcc/0_george_7.wav.png
0_george_8.wav,0,george,8,free-spoken-digit-dataset/recordings/0_george_8.wav,0_george_8.wav.png,mfcc/0_george_8.wav.png
0_george_9.wav,0,george,9,free-spoken-digit-dataset/recordings/0_george_9.wav,0_george_9.wav.png,mfcc/0_george_9.wav.png
0_jackson_0.wav,0,jackson,0,free-spoken-digit-dataset/recordings/0_jackson_0.wav,0_jackson_0.wav.png,mfcc/0_jackson_0.wav.png
0_jackson_1.wav,0,jackson,1,free-spoken-digit-dataset/recordings/0_jackson_1.wav,0_jackson_1.wav.png,mfcc/0_jackson_1.wav.png
0_jackson_10.wav,0,jackson,10,free-spoken-digit-dataset/recordings/0_jackson_10.wav,0_jackson_10.wav.png,mfcc/0_jackson_10.wav.png
0_jackson_11.wav,0,jackson,11,free-spoken-digit-dataset/recordings/0_jackson_11.wav,0_jackson_11.wav.png,mfcc/0_jackson_11.wav.png
0_jackson_12.wav,0,jackson,12,free-spoken-digit-dataset/recordings/0_jackson_12.wav,0_jackson_12.wav.png,mfcc/0_jackson_12.wav.png
0_jackson_13.wav,0,jackson,13,free-spoken-digit-dataset/recordings/0_jackson_13.wav,0_jackson_13.wav.png,mfcc/0_jackson_13.wav.png
0_jackson_14.wav,0,jackson,14,free-spoken-digit-dataset/recordings/0_jackson_14.wav,0_jackson_14.wav.png,mfcc/0_jackson_14.wav.png
0_jackson_15.wav,0,jackson,15,free-spoken-digit-dataset/recordings/0_jackson_15.wav,0_jackson_15.wav.png,mfcc/0_jackson_15.wav.png
0_jackson_16.wav,0,jackson,16,free-spoken-digit-dataset/recordings/0_jackson_16.wav,0_jackson_16.wav.png,mfcc/0_jackson_16.wav.png
0_jackson_17.wav,0,jackson,17,free-spoken-digit-dataset/recordings/0_jackson_17.wav,0_jackson_17.wav.png,mfcc/0_jackson_17.wav.png
0_jackson_18.wav,0,jackson,18,free-spoken-digit-dataset/recordings/0_jackson_18.wav,0_jackson_18.wav.png,mfcc/0_jackson_18.wav.png
0_jackson_19.wav,0,jackson,19,free-spoken-digit-dataset/recordings/0_jackson_19.wav,0_jackson_19.wav.png,mfcc/0_jackson_19.wav.png
0_jackson_2.wav,0,jackson,2,free-spoken-digit-dataset/recordings/0_jackson_2.wav,0_jackson_2.wav.png,mfcc/0_jackson_2.wav.png
0_jackson_20.wav,0,jackson,20,free-spoken-digit-dataset/recordings/0_jackson_20.wav,0_jackson_20.wav.png,mfcc/0_jackson_20.wav.png
0_jackson_21.wav,0,jackson,21,free-spoken-digit-dataset/recordings/0_jackson_21.wav,0_jackson_21.wav.png,mfcc/0_jackson_21.wav.png
0_jackson_22.wav,0,jackson,22,free-spoken-digit-dataset/recordings/0_jackson_22.wav,0_jackson_22.wav.png,mfcc/0_jackson_22.wav.png
0_jackson_23.wav,0,jackson,23,free-spoken-digit-dataset/recordings/0_jackson_23.wav,0_jackson_23.wav.png,mfcc/0_jackson_23.wav.png
0_jackson_24.wav,0,jackson,24,free-spoken-digit-dataset/recordings/0_jackson_24.wav,0_jackson_24.wav.png,mfcc/0_jackson_24.wav.png
0_jackson_25.wav,0,jackson,25,free-spoken-digit-dataset/recordings/0_jackson_25.wav,0_jackson_25.wav.png,mfcc/0_jackson_25.wav.png
0_jackson_26.wav,0,jackson,26,free-spoken-digit-dataset/recordings/0_jackson_26.wav,0_jackson_26.wav.png,mfcc/0_jackson_26.wav.png
0_jackson_27.wav,0,jackson,27,free-spoken-digit-dataset/recordings/0_jackson_27.wav,0_jackson_27.wav.png,mfcc/0_jackson_27.wav.png
0_jackson_28.wav,0,jackson,28,free-spoken-digit-dataset/recordings/0_jackson_28.wav,0_jackson_28.wav.png,mfcc/0_jackson_28.wav.png
0_jackson_29.wav,0,jackson,29,free-spoken-digit-dataset/recordings/0_jackson_29.wav,0_jackson_29.wav.png,mfcc/0_jackson_29.wav.png
0_jackson_3.wav,0,jackson,3,free-spoken-digit-dataset/recordings/0_jackson_3.wav,0_jackson_3.wav.png,mfcc/0_jackson_3.wav.png
0_jackson_30.wav,0,jackson,30,free-spoken-digit-dataset/recordings/0_jackson_30.wav,0_jackson_30.wav.png,mfcc/0_jackson_30.wav.png
0_jackson_31.wav,0,jackson,31,free-spoken-digit-dataset/recordings/0_jackson_31.wav,0_jackson_31.wav.png,mfcc/0_jackson_31.wav.png
0_jackson_32.wav,0,jackson,32,free-spoken-digit-dataset/recordings/0_jackson_32.wav,0_jackson_32.wav.png,mfcc/0_jackson_32.wav.png
0_jackson_33.wav,0,jackson,33,free-spoken-digit-dataset/recordings/0_jackson_33.wav,0_jackson_33.wav.png,mfcc/0_jackson_33.wav.png
0_jackson_34.wav,0,jackson,34,free-spoken-digit-dataset/recordings/0_jackson_34.wav,0_jackson_34.wav.png,mfcc/0_jackson_34.wav.png
0_jackson_35.wav,0,jackson,35,free-spoken-digit-dataset/recordings/0_jackson_35.wav,0_jackson_35.wav.png,mfcc/0_jackson_35.wav.png
0_jackson_36.wav,0,jackson,36,free-spoken-digit-dataset/recordings/0_jackson_36.wav,0_jackson_36.wav.png,mfcc/0_jackson_36.wav.png
0_jackson_37.wav,0,jackson,37,free-spoken-digit-dataset/recordings/0_jackson_37.wav,0_jackson_37.wav.png,mfcc/0_jackson_37.wav.png
0_jackson_38.wav,0,jackson,38,free-spoken-digit-dataset/recordings/0_jackson_38.wav,0_jackson_38.wav.png,mfcc/0_jackson_38.wav.png
0_jackson_39.wav,0,jackson,39,free-spoken-digit-dataset/recordings/0_jackson_39.wav,0_jackson_39.wav.png,mfcc/0_jackson_39.wav.png
0_jackson_4.wav,0,jackson,4,free-spoken-digit-dataset/recordings/0_jackson_4.wav,0_jackson_4.wav.png,mfcc/0_jackson_4.wav.png
0_jackson_40.wav,0,jackson,40,free-spoken-digit-dataset/recordings/0_jackson_40.wav,0_jackson_40.wav.png,mfcc/0_jackson_40.wav.png
0_jackson_41.wav,0,jackson,41,free-spoken-digit-dataset/recordings/0_jackson_41.wav,0_jackson_41.wav.png,mfcc/0_jackson_41.wav.png
0_jackson_42.wav,0,jackson,42,free-spoken-digit-dataset/recordings/0_jackson_42.wav,0_jackson_42.wav.png,mfcc/0_jackson_42.wav.png
0_jackson_43.wav,0,jackson,43,free-spoken-digit-dataset/recordings/0_jackson_43.wav,0_jackson_43.wav.png,mfcc/0_jackson_43.wav.png
0_jackson_44.wav,0,jackson,44,free-spoken-digit-dataset/recordings/0_jackson_44.wav,0_jackson_44.wav.png,mfcc/0_jackson_44.wav.png
0_jackson_45.wav,0,jackson,45,free-spoken-digit-dataset/recordings/0_jackson_45.wav,0_jackson_45.wav.png,mfcc/0_jackson_45.wav.png
0_jackson_46.wav,0,jackson,46,free-spoken-digit-dataset/recordings/0_jackson_46.wav,0_jackson_46.wav.png,mfcc/0_jackson_46.wav.png
0_jackson_47.wav,0,jackson,47,free-spoken-digit-dataset/recordings/0_jackson_47.wav,0_jackson_47.wav.png,mfcc/0_jackson_47.wav.png
0_jackson_48.wav,0,jackson,48,free-spoken-digit-dataset/recordings/0_jackson_48.wav,0_jackson_48.wav.png,mfcc/0_jackson_48.wav.png
0_jackson_49.wav,0,jackson,49,free-spoken-digit-dataset/recordings/0_jackson_49.wav,0_jackson_49.wav.png,mfcc/0_jackson_49.wav.png
0_jackson_5.wav,0,jackson,5,free-spoken-digit-dataset/recordings/0_jackson_5.wav,0_jackson_5.wav.png,mfcc/0_jackson_5.wav.png
0_jackson_6.wav,0,jackson,6,free-spoken-digit-dataset/recordings/0_jackson_6.wav,0_jackson_6.wav.png,mfcc/0_jackson_6.wav.png
0_jackson_7.wav,0,jackson,7,free-spoken-digit-dataset/recordings/0_jackson_7.wav,0_jackson_7.wav.png,mfcc/0_jackson_7.wav.png
0_jackson_8.wav,0,jackson,8,free-spoken-digit-dataset/recordings/0_jackson_8.wav,0_jackson_8.wav.png,mfcc/0_jackson_8.wav.png
0_jackson_9.wav,0,jackson,9,free-spoken-digit-dataset/recordings/0_jackson_9.wav,0_jackson_9.wav.png,mfcc/0_jackson_9.wav.png
0_lucas_0.wav,0,lucas,0,free-spoken-digit-dataset/recordings/0_lucas_0.wav,0_lucas_0.wav.png,mfcc/0_lucas_0.wav.png
0_lucas_1.wav,0,lucas,1,free-spoken-digit-dataset/recordings/0_lucas_1.wav,0_lucas_1.wav.png,mfcc/0_lucas_1.wav.png
0_lucas_10.wav,0,lucas,10,free-spoken-digit-dataset/recordings/0_lucas_10.wav,0_lucas_10.wav.png,mfcc/0_lucas_10.wav.png
0_lucas_11.wav,0,lucas,11,free-spoken-digit-dataset/recordings/0_lucas_11.wav,0_lucas_11.wav.png,mfcc/0_lucas_11.wav.png
0_lucas_12.wav,0,lucas,12,free-spoken-digit-dataset/recordings/0_lucas_12.wav,0_lucas_12.wav.png,mfcc/0_lucas_12.wav.png
0_lucas_13.wav,0,lucas,13,free-spoken-digit-dataset/recordings/0_lucas_13.wav,0_lucas_13.wav.png,mfcc/0_lucas_13.wav.png
0_lucas_14.wav,0,lucas,14,free-spoken-digit-dataset/recordings/0_lucas_14.wav,0_lucas_14.wav.png,mfcc/0_lucas_14.wav.png
0_lucas_15.wav,0,lucas,15,free-spoken-digit-dataset/recordings/0_lucas_15.wav,0_lucas_15.wav.png,mfcc/0_lucas_15.wav.png
0_lucas_16.wav,0,lucas,16,free-spoken-digit-dataset/recordings/0_lucas_16.wav,0_lucas_16.wav.png,mfcc/0_lucas_16.wav.png
0_lucas_17.wav,0,lucas,17,free-spoken-digit-dataset/recordings/0_lucas_17.wav,0_lucas_17.wav.png,mfcc/0_lucas_17.wav.png
0_lucas_18.wav,0,lucas,18,free-spoken-digit-dataset/recordings/0_lucas_18.wav,0_lucas_18.wav.png,mfcc/0_lucas_18.wav.png
0_lucas_19.wav,0,lucas,19,free-spoken-digit-dataset/recordings/0_lucas_19.wav,0_lucas_19.wav.png,mfcc/0_lucas_19.wav.png
0_lucas_2.wav,0,lucas,2,free-spoken-digit-dataset/recordings/0_lucas_2.wav,0_lucas_2.wav.png,mfcc/0_lucas_2.wav.png
0_lucas_20.wav,0,lucas,20,free-spoken-digit-dataset/recordings/0_lucas_20.wav,0_lucas_20.wav.png,mfcc/0_lucas_20.wav.png
0_lucas_21.wav,0,lucas,21,free-spoken-digit-dataset/recordings/0_lucas_21.wav,0_lucas_21.wav.png,mfcc/0_lucas_21.wav.png
0_lucas_22.wav,0,lucas,22,free-spoken-digit-dataset/recordings/0_lucas_22.wav,0_lucas_22.wav.png,mfcc/0_lucas_22.wav.png
0_lucas_23.wav,0,lucas,23,free-spoken-digit-dataset/recordings/0_lucas_23.wav,0_lucas_23.wav.png,mfcc/0_lucas_23.wav.png
0_lucas_24.wav,0,lucas,24,free-spoken-digit-dataset/recordings/0_lucas_24.wav,0_lucas_24.wav.png,mfcc/0_lucas_24.wav.png
0_lucas_25.wav,0,lucas,25,free-spoken-digit-dataset/recordings/0_lucas_25.wav,0_lucas_25.wav.png,mfcc/0_lucas_25.wav.png
0_lucas_26.wav,0,lucas,26,free-spoken-digit-dataset/recordings/0_lucas_26.wav,0_lucas_26.wav.png,mfcc/0_lucas_26.wav.png
0_lucas_27.wav,0,lucas,27,free-spoken-digit-dataset/recordings/0_lucas_27.wav,0_lucas_27.wav.png,mfcc/0_lucas_27.wav.png
0_lucas_28.wav,0,lucas,28,free-spoken-digit-dataset/recordings/0_lucas_28.wav,0_lucas_28.wav.png,mfcc/0_lucas_28.wav.png
0_lucas_29.wav,0,lucas,29,free-spoken-digit-dataset/recordings/0_lucas_29.wav,0_lucas_29.wav.png,mfcc/0_lucas_29.wav.png
0_lucas_3.wav,0,lucas,3,free-spoken-digit-dataset/recordings/0_lucas_3.wav,0_lucas_3.wav.png,mfcc/0_lucas_3.wav.png
0_lucas_30.wav,0,lucas,30,free-spoken-digit-dataset/recordings/0_lucas_30.wav,0_lucas_30.wav.png,mfcc/0_lucas_30.wav.png
0_lucas_31.wav,0,lucas,31,free-spoken-digit-dataset/recordings/0_lucas_31.wav,0_lucas_31.wav.png,mfcc/0_lucas_31.wav.png
0_lucas_32.wav,0,lucas,32,free-spoken-digit-dataset/recordings/0_lucas_32.wav,0_lucas_32.wav.png,mfcc/0_lucas_32.wav.png
0_lucas_33.wav,0,lucas,33,free-spoken-digit-dataset/recordings/0_lucas_33.wav,0_lucas_33.wav.png,mfcc/0_lucas_33.wav.png
0_lucas_34.wav,0,lucas,34,free-spoken-digit-dataset/recordings/0_lucas_34.wav,0_lucas_34.wav.png,mfcc/0_lucas_34.wav.png
0_lucas_35.wav,0,lucas,35,free-spoken-digit-dataset/recordings/0_lucas_35.wav,0_lucas_35.wav.png,mfcc/0_lucas_35.wav.png
0_lucas_36.wav,0,lucas,36,free-spoken-digit-dataset/recordings/0_lucas_36.wav,0_lucas_36.wav.png,mfcc/0_lucas_36.wav.png
0_lucas_37.wav,0,lucas,37,free-spoken-digit-dataset/recordings/0_lucas_37.wav,0_lucas_37.wav.png,mfcc/0_lucas_37.wav.png
0_lucas_38.wav,0,lucas,38,free-spoken-digit-dataset/recordings/0_lucas_38.wav,0_lucas_38.wav.png,mfcc/0_lucas_38.wav.png
0_lucas_39.wav,0,lucas,39,free-spoken-digit-dataset/recordings/0_lucas_39.wav,0_lucas_39.wav.png,mfcc/0_lucas_39.wav.png
0_lucas_4.wav,0,lucas,4,free-spoken-digit-dataset/recordings/0_lucas_4.wav,0_lucas_4.wav.png,mfcc/0_lucas_4.wav.png
0_lucas_40.wav,0,lucas,40,free-spoken-digit-dataset/recordings/0_lucas_40.wav,0_lucas_40.wav.png,mfcc/0_lucas_40.wav.png
0_lucas_41.wav,0,lucas,41,free-spoken-digit-dataset/recordings/0_lucas_41.wav,0_lucas_41.wav.png,mfcc/0_lucas_41.wav.png
0_lucas_42.wav,0,lucas,42,free-spoken-digit-dataset/recordings/0_lucas_42.wav,0_lucas_42.wav.png,mfcc/0_lucas_42.wav.png
0_lucas_43.wav,0,lucas,43,free-spoken-digit-dataset/recordings/0_lucas_43.wav,0_lucas_43.wav.png,mfcc/0_lucas_43.wav.png
0_lucas_44.wav,0,lucas,44,free-spoken-digit-dataset/recordings/0_lucas_44.wav,0_lucas_44.wav.png,mfcc/0_lucas_44.wav.png
0_lucas_45.wav,0,lucas,45,free-spoken-digit-dataset/recordings/0_lucas_45.wav,0_lucas_45.wav.png,mfcc/0_lucas_45.wav.png
0_lucas_46.wav,0,lucas,46,free-spoken-digit-dataset/recordings/0_lucas_46.wav,0_lucas_46.wav.png,mfcc/0_lucas_46.wav.png
0_lucas_47.wav,0,lucas,47,free-spoken-digit-dataset/recordings/0_lucas_47.wav,0_lucas_47.wav.png,mfcc/0_lucas_47.wav.png
0_lucas_48.wav,0,lucas,48,free-spoken-digit-dataset/recordings/0_lucas_48.wav,0_lucas_48.wav.png,mfcc/0_lucas_48.wav.png
0_lucas_49.wav,0,lucas,49,free-spoken-digit-dataset/recordings/0_lucas_49.wav,0_lucas_49.wav.png,mfcc/0_lucas_49.wav.png
0_lucas_5.wav,0,lucas,5,free-spoken-digit-dataset/recordings/0_lucas_5.wav,0_lucas_5.wav.png,mfcc/0_lucas_5.wav.png
0_lucas_6.wav,0,lucas,6,free-spoken-digit-dataset/recordings/0_lucas_6.wav,0_lucas_6.wav.png,mfcc/0_lucas_6.wav.png
0_lucas_7.wav,0,lucas,7,free-spoken-digit-dataset/recordings/0_lucas_7.wav,0_lucas_7.wav.png,mfcc/0_lucas_7.wav.png
0_lucas_8.wav,0,lucas,8,free-spoken-digit-dataset/recordings/0_lucas_8.wav,0_lucas_8.wav.png,mfcc/0_lucas_8.wav.png
0_lucas_9.wav,0,lucas,9,free-spoken-digit-dataset/recordings/0_lucas_9.wav,0_lucas_9.wav.png,mfcc/0_lucas_9.wav.png
0_nicolas_0.wav,0,nicolas,0,free-spoken-digit-dataset/recordings/0_nicolas_0.wav,0_nicolas_0.wav.png,mfcc/0_nicolas_0.wav.png
0_nicolas_1.wav,0,nicolas,1,free-spoken-digit-dataset/recordings/0_nicolas_1.wav,0_nicolas_1.wav.png,mfcc/0_nicolas_1.wav.png
0_nicolas_10.wav,0,nicolas,10,free-spoken-digit-dataset/recordings/0_nicolas_10.wav,0_nicolas_10.wav.png,mfcc/0_nicolas_10.wav.png
0_nicolas_11.wav,0,nicolas,11,free-spoken-digit-dataset/recordings/0_nicolas_11.wav,0_nicolas_11.wav.png,mfcc/0_nicolas_11.wav.png
0_nicolas_12.wav,0,nicolas,12,free-spoken-digit-dataset/recordings/0_nicolas_12.wav,0_nicolas_12.wav.png,mfcc/0_nicolas_12.wav.png
0_nicolas_13.wav,0,nicolas,13,free-spoken-digit-dataset/recordings/0_nicolas_13.wav,0_nicolas_13.wav.png,mfcc/0_nicolas_13.wav.png
0_nicolas_14.wav,0,nicolas,14,free-spoken-digit-dataset/recordings/0_nicolas_14.wav,0_nicolas_14.wav.png,mfcc/0_nicolas_14.wav.png
0_nicolas_15.wav,0,nicolas,15,free-spoken-digit-dataset/recordings/0_nicolas_15.wav,0_nicolas_15.wav.png,mfcc/0_nicolas_15.wav.png
0_nicolas_16.wav,0,nicolas,16,free-spoken-digit-dataset/recordings/0_nicolas_16.wav,0_nicolas_16.wav.png,mfcc/0_nicolas_16.wav.png
0_nicolas_17.wav,0,nicolas,17,free-spoken-digit-dataset/recordings/0_nicolas_17.wav,0_nicolas_17.wav.png,mfcc/0_nicolas_17.wav.png
0_nicolas_18.wav,0,nicolas,18,free-spoken-digit-dataset/recordings/0_nicolas_18.wav,0_nicolas_18.wav.png,mfcc/0_nicolas_18.wav.png
0_nicolas_19.wav,0,nicolas,19,free-spoken-digit-dataset/recordings/0_nicolas_19.wav,0_nicolas_19.wav.png,mfcc/0_nicolas_19.wav.png
0_nicolas_2.wav,0,nicolas,2,free-spoken-digit-dataset/recordings/0_nicolas_2.wav,0_nicolas_2.wav.png,mfcc/0_nicolas_2.wav.png
0_nicolas_20.wav,0,nicolas,20,free-spoken-digit-dataset/recordings/0_nicolas_20.wav,0_nicolas_20.wav.png,mfcc/0_nicolas_20.wav.png
0_nicolas_21.wav,0,nicolas,21,free-spoken-digit-dataset/recordings/0_nicolas_21.wav,0_nicolas_21.wav.png,mfcc/0_nicolas_21.wav.png
0_nicolas_22.wav,0,nicolas,22,free-spoken-digit-dataset/recordings/0_nicolas_22.wav,0_nicolas_22.wav.png,mfcc/0_nicolas_22.wav.png
0_nicolas_23.wav,0,nicolas,23,free-spoken-digit-dataset/recordings/0_nicolas_23.wav,0_nicolas_23.wav.png,mfcc/0_nicolas_23.wav.png
0_nicolas_24.wav,0,nicolas,24,free-spoken-digit-dataset/recordings/0_nicolas_24.wav,0_nicolas_24.wav.png,mfcc/0_nicolas_24.wav.png
0_nicolas_25.wav,0,nicolas,25,free-spoken-digit-dataset/recordings/0_nicolas_25.wav,0_nicolas_25.wav.png,mfcc/0_nicolas_25.wav.png
0_nicolas_26.wav,0,nicolas,26,free-spoken-digit-dataset/recordings/0_nicolas_26.wav,0_nicolas_26.wav.png,mfcc/0_nicolas_26.wav.png
0_nicolas_27.wav,0,nicolas,27,free-spoken-digit-dataset/recordings/0_nicolas_27.wav,0_nicolas_27.wav.png,mfcc/0_nicolas_27.wav.png
0_nicolas_28.wav,0,nicolas,28,free-spoken-digit-dataset/recordings/0_nicolas_28.wav,0_nicolas_28.wav.png,mfcc/0_nicolas_28.wav.png
0_nicolas_29.wav,0,nicolas,29,free-spoken-digit-dataset/recordings/0_nicolas_29.wav,0_nicolas_29.wav.png,mfcc/0_nicolas_29.wav.png
0_nicolas_3.wav,0,nicolas,3,free-spoken-digit-dataset/recordings/0_nicolas_3.wav,0_nicolas_3.wav.png,mfcc/0_nicolas_3.wav.png
0_nicolas_30.wav,0,nicolas,30,free-spoken-digit-dataset/recordings/0_nicolas_30.wav,0_nicolas_30.wav.png,mfcc/0_nicolas_30.wav.png
0_nicolas_31.wav,0,nicolas,31,free-spoken-digit-dataset/recordings/0_nicolas_31.wav,0_nicolas_31.wav.png,mfcc/0_nicolas_31.wav.png
0_nicolas_32.wav,0,nicolas,32,free-spoken-digit-dataset/recordings/0_nicolas_32.wav,0_nicolas_32.wav.png,mfcc/0_nicolas_32.wav.png
0_nicolas_33.wav,0,nicolas,33,free-spoken-digit-dataset/recordings/0_nicolas_33.wav,0_nicolas_33.wav.png,mfcc/0_nicolas_33.wav.png
0_nicolas_34.wav,0,nicolas,34,free-spoken-digit-dataset/recordings/0_nicolas_34.wav,0_nicolas_34.wav.png,mfcc/0_nicolas_34.wav.png
0_nicolas_35.wav,0,nicolas,35,free-spoken-digit-dataset/recordings/0_nicolas_35.wav,0_nicolas_35.wav.png,mfcc/0_nicolas_35.wav.png
0_nicolas_36.wav,0,nicolas,36,free-spoken-digit-dataset/recordings/0_nicolas_36.wav,0_nicolas_36.wav.png,mfcc/0_nicolas_36.wav.png
0_nicolas_37.wav,0,nicolas,37,free-spoken-digit-dataset/recordings/0_nicolas_37.wav,0_nicolas_37.wav.png,mfcc/0_nicolas_37.wav.png
0_nicolas_38.wav,0,nicolas,38,free-spoken-digit-dataset/recordings/0_nicolas_38.wav,0_nicolas_38.wav.png,mfcc/0_nicolas_38.wav.png
